model,phenotype,test_case,tier,prompt_variant,precision,recall,f1,expected_count,actual_count
copilot:claude-sonnet-4.6,abdominal-aortic-aneurysm,phekb-abdominal-aortic-aneurysm-procedures,2,broad,1.0,1.0,1.0,104,104
copilot:claude-sonnet-4.6,abdominal-aortic-aneurysm,phekb-abdominal-aortic-aneurysm-procedures,2,expert,1.0,1.0,1.0,104,104
copilot:claude-sonnet-4.6,abdominal-aortic-aneurysm,phekb-abdominal-aortic-aneurysm-procedures,2,naive,1.0,1.0,1.0,104,104
copilot:claude-sonnet-4.6,abdominal-aortic-aneurysm,phekb-abdominal-aortic-aneurysm-procedures,3,broad,1.0,1.0,1.0,104,104
copilot:claude-sonnet-4.6,abdominal-aortic-aneurysm,phekb-abdominal-aortic-aneurysm-procedures,3,expert,1.0,1.0,1.0,104,104
copilot:claude-sonnet-4.6,abdominal-aortic-aneurysm,phekb-abdominal-aortic-aneurysm-procedures,3,naive,1.0,1.0,1.0,104,104
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-comprehensive,1,broad,1.0,0.6625,0.797,160,106
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-comprehensive,1,expert,1.0,0.6625,0.797,160,106
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-comprehensive,1,naive,1.0,0.6625,0.797,160,106
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-comprehensive,2,broad,1.0,0.9187,0.9577,160,147
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-comprehensive,2,expert,1.0,1.0,1.0,160,160
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-comprehensive,2,naive,1.0,0.9187,0.9577,160,147
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-comprehensive,3,broad,1.0,0.9563,0.9776,160,153
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-comprehensive,3,expert,1.0,1.0,1.0,160,160
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-comprehensive,3,naive,1.0,0.9187,0.9577,160,147
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-dx,1,broad,1.0,1.0,1.0,106,106
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-dx,1,expert,1.0,1.0,1.0,106,106
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-dx,1,naive,1.0,1.0,1.0,106,106
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-dx,2,broad,1.0,1.0,1.0,106,106
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-dx,2,expert,1.0,1.0,1.0,106,106
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-dx,2,naive,1.0,1.0,1.0,106,106
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-dx,3,broad,1.0,1.0,1.0,106,106
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-dx,3,expert,1.0,1.0,1.0,106,106
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-dx,3,naive,1.0,1.0,1.0,106,106
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-meds,1,broad,0.0,0.0,0.0,160,0
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-meds,1,expert,1.0,0.5625,0.72,160,90
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-meds,1,naive,0.0,0.0,0.0,160,0
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-meds,2,broad,1.0,1.0,1.0,160,160
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-meds,2,expert,1.0,1.0,1.0,160,160
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-meds,2,naive,1.0,1.0,1.0,160,160
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-meds,3,broad,1.0,1.0,1.0,160,160
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-meds,3,expert,1.0,1.0,1.0,160,160
copilot:claude-sonnet-4.6,ace-inhibitor-cough,phekb-ace-inhibitor-cough-meds,3,naive,1.0,1.0,1.0,160,160
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-comprehensive,1,broad,1.0,1.0,1.0,159,159
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-comprehensive,1,expert,1.0,1.0,1.0,159,159
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-comprehensive,1,naive,1.0,0.7736,0.8723,159,123
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-comprehensive,2,broad,1.0,1.0,1.0,159,159
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-comprehensive,2,expert,1.0,1.0,1.0,159,159
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-comprehensive,2,naive,1.0,0.7736,0.8723,159,123
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-comprehensive,3,broad,1.0,1.0,1.0,159,159
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-comprehensive,3,expert,1.0,1.0,1.0,159,159
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-comprehensive,3,naive,1.0,1.0,1.0,159,159
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-dx,1,broad,1.0,1.0,1.0,123,123
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-dx,1,expert,1.0,1.0,1.0,123,123
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-dx,1,naive,0.0,0.0,0.0,123,0
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-dx,2,broad,1.0,1.0,1.0,123,123
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-dx,2,expert,1.0,1.0,1.0,123,123
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-dx,2,naive,1.0,1.0,1.0,123,123
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-dx,3,broad,1.0,1.0,1.0,123,123
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-dx,3,expert,1.0,1.0,1.0,123,123
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-dx,3,naive,1.0,1.0,1.0,123,123
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-labs,1,broad,1.0,1.0,1.0,159,159
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-labs,1,expert,1.0,1.0,1.0,159,159
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-labs,1,naive,1.0,1.0,1.0,159,159
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-labs,2,broad,1.0,1.0,1.0,159,159
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-labs,2,expert,1.0,1.0,1.0,159,159
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-labs,2,naive,1.0,1.0,1.0,159,159
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-labs,3,broad,1.0,1.0,1.0,159,159
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-labs,3,expert,0.0,0.0,0.0,159,0
copilot:claude-sonnet-4.6,acute-kidney-injury,phekb-acute-kidney-injury-labs,3,naive,1.0,1.0,1.0,159,159
copilot:claude-sonnet-4.6,adhd,phekb-adhd-comprehensive,1,broad,1.0,0.8364,0.9109,4994,4177
copilot:claude-sonnet-4.6,adhd,phekb-adhd-comprehensive,1,expert,0.0,0.0,0.0,4994,0
copilot:claude-sonnet-4.6,adhd,phekb-adhd-comprehensive,1,naive,1.0,0.8364,0.9109,4994,4177
copilot:claude-sonnet-4.6,adhd,phekb-adhd-comprehensive,2,broad,1.0,0.9992,0.9996,4994,4990
copilot:claude-sonnet-4.6,adhd,phekb-adhd-comprehensive,2,expert,1.0,0.9992,0.9996,4994,4990
copilot:claude-sonnet-4.6,adhd,phekb-adhd-comprehensive,2,naive,1.0,0.9992,0.9996,4994,4990
copilot:claude-sonnet-4.6,adhd,phekb-adhd-comprehensive,3,broad,1.0,0.9992,0.9996,4994,4990
copilot:claude-sonnet-4.6,adhd,phekb-adhd-comprehensive,3,expert,0.8379,1.0,0.9118,4994,5960
copilot:claude-sonnet-4.6,adhd,phekb-adhd-comprehensive,3,naive,1.0,0.9992,0.9996,4994,4990
copilot:claude-sonnet-4.6,adhd,phekb-adhd-dx,1,broad,1.0,0.5016,0.668,4177,2095
copilot:claude-sonnet-4.6,adhd,phekb-adhd-dx,1,expert,1.0,0.5016,0.668,4177,2095
copilot:claude-sonnet-4.6,adhd,phekb-adhd-dx,1,naive,1.0,0.5016,0.668,4177,2095
copilot:claude-sonnet-4.6,adhd,phekb-adhd-dx,2,broad,1.0,1.0,1.0,4177,4177
copilot:claude-sonnet-4.6,adhd,phekb-adhd-dx,2,expert,1.0,1.0,1.0,4177,4177
copilot:claude-sonnet-4.6,adhd,phekb-adhd-dx,2,naive,1.0,1.0,1.0,4177,4177
copilot:claude-sonnet-4.6,adhd,phekb-adhd-dx,3,broad,1.0,1.0,1.0,4177,4177
copilot:claude-sonnet-4.6,adhd,phekb-adhd-dx,3,expert,1.0,1.0,1.0,4177,4177
copilot:claude-sonnet-4.6,adhd,phekb-adhd-dx,3,naive,1.0,1.0,1.0,4177,4177
copilot:claude-sonnet-4.6,adhd,phekb-adhd-meds,1,broad,0.0,0.0,0.0,2620,0
copilot:claude-sonnet-4.6,adhd,phekb-adhd-meds,1,expert,0.0,0.0,0.0,2620,0
copilot:claude-sonnet-4.6,adhd,phekb-adhd-meds,1,naive,0.0,0.0,0.0,2620,0
copilot:claude-sonnet-4.6,adhd,phekb-adhd-meds,2,broad,0.4352,0.9798,0.6027,2620,5898
copilot:claude-sonnet-4.6,adhd,phekb-adhd-meds,2,expert,0.4352,0.9798,0.6027,2620,5898
copilot:claude-sonnet-4.6,adhd,phekb-adhd-meds,2,naive,0.4352,0.9798,0.6027,2620,5898
copilot:claude-sonnet-4.6,adhd,phekb-adhd-meds,3,broad,0.4352,0.9798,0.6027,2620,5898
copilot:claude-sonnet-4.6,adhd,phekb-adhd-meds,3,expert,0.4352,0.9798,0.6027,2620,5898
copilot:claude-sonnet-4.6,adhd,phekb-adhd-meds,3,naive,0.4352,0.9798,0.6027,2620,5898
copilot:claude-sonnet-4.6,adhd,phekb-adhd-phenotype-algorithm,1,broad,1.0,1.0,1.0,4177,4177
copilot:claude-sonnet-4.6,adhd,phekb-adhd-phenotype-algorithm,1,expert,1.0,1.0,1.0,4177,4177
copilot:claude-sonnet-4.6,adhd,phekb-adhd-phenotype-algorithm,1,naive,1.0,1.0,1.0,4177,4177
copilot:claude-sonnet-4.6,adhd,phekb-adhd-phenotype-algorithm,2,broad,,,,,
copilot:claude-sonnet-4.6,adhd,phekb-adhd-phenotype-algorithm,2,expert,,,,,
copilot:claude-sonnet-4.6,adhd,phekb-adhd-phenotype-algorithm,2,naive,,,,,
copilot:claude-sonnet-4.6,adhd,phekb-adhd-phenotype-algorithm,3,broad,1.0,1.0,1.0,4177,4177
copilot:claude-sonnet-4.6,adhd,phekb-adhd-phenotype-algorithm,3,expert,1.0,1.0,1.0,4177,4177
copilot:claude-sonnet-4.6,adhd,phekb-adhd-phenotype-algorithm,3,naive,1.0,1.0,1.0,4177,4177
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-comprehensive,1,broad,1.0,0.8725,0.9319,510,445
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-comprehensive,1,expert,1.0,1.0,1.0,510,510
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-comprehensive,1,naive,1.0,0.498,0.6649,510,254
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-comprehensive,2,broad,1.0,1.0,1.0,510,510
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-comprehensive,2,expert,1.0,1.0,1.0,510,510
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-comprehensive,2,naive,1.0,0.8725,0.9319,510,445
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-comprehensive,3,broad,1.0,1.0,1.0,510,510
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-comprehensive,3,expert,1.0,1.0,1.0,510,510
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-comprehensive,3,naive,1.0,0.8725,0.9319,510,445
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-dx,1,broad,1.0,0.5708,0.7268,445,254
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-dx,1,expert,1.0,1.0,1.0,445,445
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-dx,1,naive,1.0,0.5708,0.7268,445,254
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-dx,2,broad,1.0,1.0,1.0,445,445
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-dx,2,expert,1.0,1.0,1.0,445,445
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-dx,2,naive,1.0,1.0,1.0,445,445
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-dx,3,broad,1.0,1.0,1.0,445,445
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-dx,3,expert,1.0,1.0,1.0,445,445
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-dx,3,naive,1.0,1.0,1.0,445,445
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-meds,1,broad,0.0,0.0,0.0,324,0
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-meds,1,expert,1.0,1.0,1.0,324,324
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-meds,1,naive,0.0,0.0,0.0,324,0
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-meds,2,broad,1.0,1.0,1.0,324,324
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-meds,2,expert,0.0,0.0,0.0,324,0
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-meds,2,naive,1.0,1.0,1.0,324,324
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-meds,3,broad,1.0,1.0,1.0,324,324
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-meds,3,expert,1.0,1.0,1.0,324,324
copilot:claude-sonnet-4.6,alcohol-use-disorder,phekb-alcohol-use-disorder-meds,3,naive,1.0,1.0,1.0,324,324
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-algorithm,1,broad,0.0,0.0,0.0,0,0
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-algorithm,1,expert,,,,,
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-algorithm,1,naive,0.0,0.0,0.0,0,0
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-algorithm,2,broad,0.0,0.0,0.0,0,119
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-algorithm,2,expert,0.0,0.0,0.0,0,119
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-algorithm,2,naive,0.0,0.0,0.0,0,119
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-algorithm,3,broad,0.0,0.0,0.0,0,85
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-algorithm,3,expert,0.0,0.0,0.0,0,119
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-algorithm,3,naive,0.0,0.0,0.0,0,262
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-comprehensive,1,broad,1.0,0.2025,0.3367,163,33
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-comprehensive,1,expert,1.0,0.5215,0.6855,163,85
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-comprehensive,1,naive,1.0,0.7301,0.844,163,119
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-comprehensive,2,broad,1.0,1.0,1.0,163,163
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-comprehensive,2,expert,1.0,1.0,1.0,163,163
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-comprehensive,2,naive,1.0,1.0,1.0,163,163
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-comprehensive,3,broad,1.0,1.0,1.0,163,163
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-comprehensive,3,expert,1.0,1.0,1.0,163,163
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-comprehensive,3,naive,1.0,1.0,1.0,163,163
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-dx,1,broad,1.0,0.2773,0.4342,119,33
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-dx,1,expert,1.0,1.0,1.0,119,119
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-dx,1,naive,1.0,0.2773,0.4342,119,33
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-dx,2,broad,1.0,0.7143,0.8333,119,85
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-dx,2,expert,1.0,1.0,1.0,119,119
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-dx,2,naive,1.0,0.7143,0.8333,119,85
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-dx,3,broad,1.0,1.0,1.0,119,119
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-dx,3,expert,1.0,1.0,1.0,119,119
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-dx,3,naive,1.0,0.7143,0.8333,119,85
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-meds,1,broad,0.0,0.0,0.0,163,0
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-meds,1,expert,0.0,0.0,0.0,163,0
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-meds,1,naive,0.0,0.0,0.0,163,0
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-meds,2,broad,1.0,1.0,1.0,163,163
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-meds,2,expert,1.0,0.3006,0.4623,163,49
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-meds,2,naive,1.0,0.3006,0.4623,163,49
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-meds,3,broad,1.0,0.3006,0.4623,163,49
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-meds,3,expert,1.0,0.3006,0.4623,163,49
copilot:claude-sonnet-4.6,anxiety,phekb-anxiety-meds,3,naive,1.0,1.0,1.0,163,163
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis,1,broad,0.6591,1.0,0.7945,203,308
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis,1,expert,0.0,0.0,0.0,203,105
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis,1,naive,0.0,0.0,0.0,203,105
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis,2,broad,0.6591,1.0,0.7945,203,308
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis,2,expert,0.6591,1.0,0.7945,203,308
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis,2,naive,0.6591,1.0,0.7945,203,308
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis,3,broad,0.6591,1.0,0.7945,203,308
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis,3,expert,0.6591,1.0,0.7945,203,308
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis,3,naive,0.6591,1.0,0.7945,203,308
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis-comprehensive,1,broad,1.0,1.0,1.0,318,318
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis-comprehensive,1,expert,1.0,0.1352,0.2382,318,43
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis-comprehensive,1,naive,1.0,1.0,1.0,318,318
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis-comprehensive,2,broad,1.0,1.0,1.0,318,318
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis-comprehensive,2,expert,1.0,1.0,1.0,318,318
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis-comprehensive,2,naive,1.0,1.0,1.0,318,318
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis-comprehensive,3,broad,1.0,1.0,1.0,318,318
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis-comprehensive,3,expert,1.0,1.0,1.0,318,318
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis-comprehensive,3,naive,1.0,1.0,1.0,318,318
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis-dx,1,broad,1.0,0.6591,0.7945,308,203
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis-dx,1,expert,1.0,0.6591,0.7945,308,203
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis-dx,1,naive,1.0,0.6591,0.7945,308,203
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis-dx,2,broad,1.0,0.6591,0.7945,308,203
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis-dx,2,expert,1.0,1.0,1.0,308,308
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis-dx,2,naive,1.0,0.6591,0.7945,308,203
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis-dx,3,broad,1.0,1.0,1.0,308,308
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis-dx,3,expert,1.0,1.0,1.0,308,308
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis-dx,3,naive,1.0,1.0,1.0,308,308
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis-procedures,1,broad,1.0,1.0,1.0,43,43
copilot:claude-sonnet-4.6,appendicitis,phekb-appendicitis-procedures,1,expert,1.0,1.0,1.0,43,43
